Gender,Invoice ID,Branch,City,Customer type,Product line,Unit price,Quantity,Tax 5%,Total Price ,Sales,,Total Revenue-,,307587.38
Female,841-18-8232,B,Mandalay,Normal,Food and beverages,71.2,1,3.56,74.76,71.2,,,,
Female,647-50-1224,A,Yangon,Normal,Fashion accessories,29.42,10,14.71,308.91,294.2,,,,
Female,539-21-7227,B,Mandalay,Normal,Sports and travel,51.54,5,12.885,270.585,257.7,,,,
Female,213-32-1216,A,Yangon,Normal,Electronic accessories,66.06,6,19.818,416.178,396.36,,,,
Female,582-52-8065,B,Mandalay,Normal,Fashion accessories,54.31,9,244.395,733.185,488.79,,,,
Female,210-57-1719,B,Mandalay,Normal,Health and beauty,58.24,9,26.208,550.368,524.16,,,,
Female,198-66-9832,B,Mandalay,Member,Fashion accessories,72.04,2,7.204,151.284,144.08,,,,
Female,283-26-5248,C,Naypyitaw,Member,Food and beverages,98.52,10,49.26,1034.46,985.2,,,,
Female,218-59-9410,A,Yangon,Member,Home and lifestyle,72.42,3,10.863,228.123,217.26,,,,
Female,134-54-4720,B,Mandalay,Normal,Electronic accessories,42.42,8,16.968,356.328,339.36,,,,
Female,698-98-5964,A,Yangon,Normal,Food and beverages,81.21,10,40.605,852.705,812.1,,,,
Female,718-57-9773,C,Naypyitaw,Normal,Sports and travel,49.33,10,24.665,517.965,493.3,,,,
Female,651-88-7328,A,Yangon,Normal,Fashion accessories,65.74,9,29.583,621.243,591.66,,,,
Female,241-11-2261,B,Mandalay,Normal,Fashion accessories,79.86,7,27.951,586.971,559.02,,,,
Female,408-26-9866,C,Naypyitaw,Normal,Sports and travel,73.98,7,25.893,543.753,517.86,,,,
Female,834-83-1826,B,Mandalay,Member,Home and lifestyle,82.04,5,20.51,430.71,410.2,,,,
Female,797-88-0493,A,Yangon,Normal,Health and beauty,64.27,4,12.854,269.934,257.08,,,,
Female,443-82-0585,A,Yangon,Member,Health and beauty,77.68,4,15.536,326.256,310.72,,,,
Female,339-18-7061,C,Naypyitaw,Member,Fashion accessories,92.98,2,9.298,195.258,185.96,,,,
Female,359-90-3665,B,Mandalay,Member,Fashion accessories,18.08,4,3.616,75.936,72.32,,,,
Female,278-86-2735,A,Yangon,Normal,Food and beverages,52.34,3,7.851,164.871,157.02,,,,
Female,695-28-6250,A,Yangon,Normal,Sports and travel,43.06,5,10.765,226.065,215.3,,,,
Female,788-07-8452,C,Naypyitaw,Member,Home and lifestyle,24.24,7,8.484,178.164,169.68,,,,
Female,560-49-6611,A,Yangon,Member,Sports and travel,45.58,1,2.279,47.859,45.58,,,,
Female,880-35-0356,A,Yangon,Member,Sports and travel,75.2,3,11.28,236.88,225.6,,,,
Female,123-35-4896,C,Naypyitaw,Normal,Sports and travel,46.66,9,20.997,440.937,419.94,,,,
Female,258-69-7810,C,Naypyitaw,Normal,Fashion accessories,36.85,5,9.2125,193.4625,184.25,,,,
Female,334-64-2006,A,Yangon,Member,Home and lifestyle,70.32,2,7.032,147.672,140.64,,,,
Female,881-41-7302,C,Naypyitaw,Normal,Fashion accessories,64.99,1,3.2495,68.2395,64.99,,,,
Female,642-30-6693,B,Mandalay,Normal,Sports and travel,54.51,6,16.353,343.413,327.06,,,,
Female,484-22-8230,C,Naypyitaw,Member,Fashion accessories,51.89,7,181.615,544.845,363.23,,,,
Female,559-98-9873,A,Yangon,Member,Fashion accessories,53.65,7,187.775,563.325,375.55,,,,
Female,544-32-5024,C,Naypyitaw,Member,Food and beverages,49.79,4,9.958,209.118,199.16,,,,
Female,421-95-9805,A,Yangon,Normal,Electronic accessories,28.96,1,1.448,30.408,28.96,,,,
Female,277-35-5865,C,Naypyitaw,Member,Food and beverages,98.97,9,445.365,1336.095,890.73,,,,
Female,509-29-3912,A,Yangon,Member,Sports and travel,38.72,9,17.424,365.904,348.48,,,,
Female,641-96-3695,C,Naypyitaw,Member,Fashion accessories,43.46,6,13.038,273.798,260.76,,,,
Female,420-97-3340,A,Yangon,Normal,Food and beverages,71.68,3,10.752,225.792,215.04,,,,
Female,436-54-4512,A,Yangon,Member,Food and beverages,91.61,1,4.5805,96.1905,91.61,,,,
Female,670-79-6321,B,Mandalay,Member,Home and lifestyle,94.59,7,331.065,993.195,662.13,,,,
Female,852-62-7105,B,Mandalay,Normal,Fashion accessories,83.25,10,41.625,874.125,832.5,,,,
Female,135-13-8269,B,Mandalay,Member,Food and beverages,78.88,2,7.888,165.648,157.76,,,,
Female,308-39-1707,A,Yangon,Normal,Fashion accessories,12.09,1,6.045,18.135,12.09,,,,
Female,318-81-2368,C,Naypyitaw,Normal,Electronic accessories,46.2,1,2.31,48.51,46.2,,,,
Female,364-33-8584,B,Mandalay,Member,Food and beverages,17.63,5,4.4075,92.5575,88.15,,,,
Female,695-09-5146,B,Mandalay,Member,Food and beverages,98.79,3,148.185,444.555,296.37,,,,
Female,155-45-3814,C,Naypyitaw,Member,Electronic accessories,88.55,8,35.42,743.82,708.4,,,,
Female,131-15-8856,C,Naypyitaw,Member,Food and beverages,72.52,8,29.008,609.168,580.16,,,,
Female,859-71-0933,C,Naypyitaw,Member,Sports and travel,15.49,2,1.549,32.529,30.98,,,,
Female,563-47-4072,B,Mandalay,Normal,Health and beauty,55.81,6,16.743,351.603,334.86,,,,
Female,169-52-4504,A,Yangon,Normal,Electronic accessories,15.69,3,2.3535,49.4235,47.07,,,,
Female,250-81-7186,C,Naypyitaw,Normal,Electronic accessories,99.69,1,4.9845,104.6745,99.69,,,,
Female,562-12-5430,A,Yangon,Member,Fashion accessories,88.15,3,132.225,396.675,264.45,,,,
Female,816-72-8853,A,Yangon,Member,Sports and travel,27.93,5,6.9825,146.6325,139.65,,,,
Female,322-02-2271,B,Mandalay,Normal,Sports and travel,42.97,3,6.4455,135.3555,128.91,,,,
Female,725-67-2480,B,Mandalay,Member,Fashion accessories,58.75,6,17.625,370.125,352.5,,,,
Female,641-51-2661,C,Naypyitaw,Member,Food and beverages,87.1,10,43.55,914.55,871,,,,
Female,714-02-3114,C,Naypyitaw,Normal,Sports and travel,98.8,2,9.88,207.48,197.6,,,,
Female,518-17-2983,A,Yangon,Normal,Fashion accessories,48.63,4,9.726,204.246,194.52,,,,
Female,190-14-3147,B,Mandalay,Normal,Health and beauty,17.97,4,3.594,75.474,71.88,,,,
Female,408-66-6712,C,Naypyitaw,Member,Health and beauty,47.71,6,14.313,300.573,286.26,,,,
Female,679-22-6530,B,Mandalay,Normal,Sports and travel,40.62,2,4.062,85.302,81.24,,,,
Female,576-31-4774,B,Mandalay,Normal,Health and beauty,73.41,3,11.0115,231.2415,220.23,,,,
Female,811-03-8790,A,Yangon,Normal,Electronic accessories,45.48,10,22.74,477.54,454.8,,,,
Female,752-23-3760,B,Mandalay,Member,Sports and travel,64.08,7,22.428,470.988,448.56,,,,
Female,274-05-5470,A,Yangon,Member,Food and beverages,73.47,4,14.694,308.574,293.88,,,,
Female,528-87-5606,B,Mandalay,Member,Electronic accessories,39.48,1,1.974,41.454,39.48,,,,
Female,320-85-2052,B,Mandalay,Normal,Sports and travel,34.81,1,1.7405,36.5505,34.81,,,,
Female,370-96-0655,C,Naypyitaw,Normal,Fashion accessories,49.32,6,14.796,310.716,295.92,,,,
Female,510-79-0415,B,Mandalay,Member,Sports and travel,23.08,6,6.924,145.404,138.48,,,,
Female,241-96-5076,B,Mandalay,Member,Home and lifestyle,49.1,2,4.91,103.11,98.2,,,,
Female,767-97-4650,B,Mandalay,Member,Sports and travel,64.83,2,6.483,136.143,129.66,,,,
Female,305-03-2383,A,Yangon,Normal,Food and beverages,67.1,3,10.065,211.365,201.3,,,,
Female,394-55-6384,C,Naypyitaw,Member,Sports and travel,70.19,9,315.855,947.565,631.71,,,,
Female,196-01-2849,C,Naypyitaw,Member,Fashion accessories,73.38,7,25.683,539.343,513.66,,,,
Female,372-62-5264,C,Naypyitaw,Normal,Food and beverages,52.6,9,23.67,497.07,473.4,,,,
Female,800-09-8606,A,Yangon,Member,Home and lifestyle,87.37,5,218.425,655.275,436.85,,,,
Female,182-52-7000,A,Yangon,Member,Sports and travel,27.04,4,5.408,113.568,108.16,,,,
Female,626-43-7888,C,Naypyitaw,Normal,Fashion accessories,60.41,8,24.164,507.444,483.28,,,,
Female,191-29-0321,B,Mandalay,Member,Fashion accessories,19.77,10,9.885,207.585,197.7,,,,
Female,640-48-5028,B,Mandalay,Member,Home and lifestyle,88.39,9,397.755,1193.265,795.51,,,,
Female,834-45-5519,B,Mandalay,Normal,Electronic accessories,43,4,8.6,180.6,172,,,,
Female,728-88-7867,C,Naypyitaw,Member,Home and lifestyle,75.53,4,15.106,317.226,302.12,,,,
Female,183-21-3799,C,Naypyitaw,Normal,Electronic accessories,77.63,9,349.335,1048.005,698.67,,,,
Female,268-20-3585,C,Naypyitaw,Normal,Health and beauty,13.85,9,6.2325,130.8825,124.65,,,,
Female,258-92-7466,A,Yangon,Normal,Health and beauty,35.68,5,8.92,187.32,178.4,,,,
Female,857-16-3520,A,Yangon,Member,Fashion accessories,71.46,7,25.011,525.231,500.22,,,,
Female,821-14-9046,B,Mandalay,Member,Fashion accessories,17.48,6,5.244,110.124,104.88,,,,
Female,418-05-0656,B,Mandalay,Normal,Fashion accessories,25.56,7,8.946,187.866,178.92,,,,
Female,678-79-0726,C,Naypyitaw,Member,Sports and travel,90.63,9,407.835,1223.505,815.67,,,,
Female,592-46-1692,C,Naypyitaw,Member,Food and beverages,36.77,7,12.8695,270.2595,257.39,,,,
Female,149-14-0304,C,Naypyitaw,Member,Health and beauty,28.5,8,11.4,239.4,228,,,,
Female,299-29-0180,B,Mandalay,Member,Home and lifestyle,52.18,7,18.263,383.523,365.26,,,,
Female,247-11-2470,A,Yangon,Member,Fashion accessories,22.32,4,4.464,93.744,89.28,,,,
Female,386-27-7606,C,Naypyitaw,Member,Home and lifestyle,81.2,7,28.42,596.82,568.4,,,,
Female,373-14-0504,A,Yangon,Member,Sports and travel,71.63,2,7.163,150.423,143.26,,,,
Female,345-68-9016,C,Naypyitaw,Member,Sports and travel,31.67,8,12.668,266.028,253.36,,,,
Female,390-17-5806,C,Naypyitaw,Member,Food and beverages,38.42,1,1.921,40.341,38.42,,,,
Female,664-14-2882,C,Naypyitaw,Member,Home and lifestyle,10.53,5,2.6325,55.2825,52.65,,,,
Female,487-79-6868,B,Mandalay,Member,Home and lifestyle,12.29,9,5.5305,116.1405,110.61,,,,
Female,210-30-7976,B,Mandalay,Member,Fashion accessories,22.32,4,4.464,93.744,89.28,,,,
Female,585-86-8361,A,Yangon,Normal,Food and beverages,27.28,5,6.82,143.22,136.4,,,,
Female,807-14-7833,A,Yangon,Member,Electronic accessories,17.42,10,8.71,182.91,174.2,,,,
Female,288-38-3758,C,Naypyitaw,Member,Fashion accessories,84.87,3,12.7305,267.3405,254.61,,,,
Female,652-43-6591,A,Yangon,Normal,Fashion accessories,97.29,8,38.916,817.236,778.32,,,,
Female,785-96-0615,B,Mandalay,Member,Electronic accessories,35.74,8,14.296,300.216,285.92,,,,
Female,406-46-7107,A,Yangon,Normal,Home and lifestyle,96.52,6,28.956,608.076,579.12,,,,
Female,156-95-3964,A,Yangon,Normal,Food and beverages,55.39,4,11.078,232.638,221.56,,,,
Female,842-40-8179,B,Mandalay,Member,Food and beverages,77.2,10,38.6,810.6,772,,,,
Female,410-67-1709,A,Yangon,Member,Fashion accessories,63.88,8,25.552,536.592,511.04,,,,
Female,587-73-4862,A,Yangon,Member,Health and beauty,10.69,5,2.6725,56.1225,53.45,,,,
Female,593-14-4239,B,Mandalay,Normal,Home and lifestyle,95.46,8,38.184,801.864,763.68,,,,
Female,801-88-0346,C,Naypyitaw,Normal,Fashion accessories,76.06,3,11.409,239.589,228.18,,,,
Female,711-31-1234,B,Mandalay,Normal,Electronic accessories,95.64,4,19.128,401.688,382.56,,,,
Female,886-54-6089,A,Yangon,Normal,Home and lifestyle,11.43,6,3.429,72.009,68.58,,,,
Female,707-32-7409,B,Mandalay,Member,Sports and travel,95.54,4,19.108,401.268,382.16,,,,
Female,759-98-4285,C,Naypyitaw,Member,Health and beauty,85.87,7,300.545,901.635,601.09,,,,
Female,201-63-8275,C,Naypyitaw,Member,Sports and travel,67.99,7,237.965,713.895,475.93,,,,
Female,471-06-8611,C,Naypyitaw,Normal,Food and beverages,52.42,1,2.621,55.041,52.42,,,,
Female,120-54-2248,B,Mandalay,Normal,Food and beverages,28.86,5,7.215,151.515,144.3,,,,
Female,534-53-3526,A,Yangon,Normal,Sports and travel,94.76,4,18.952,397.992,379.04,,,,
Female,307-04-2070,A,Yangon,Member,Fashion accessories,30.62,1,1.531,32.151,30.62,,,,
Female,468-99-7231,C,Naypyitaw,Normal,Home and lifestyle,44.01,8,17.604,369.684,352.08,,,,
Female,516-77-6464,C,Naypyitaw,Member,Health and beauty,10.16,5,2.54,53.34,50.8,,,,
Female,790-38-4466,C,Naypyitaw,Normal,Health and beauty,10.99,5,2.7475,57.6975,54.95,,,,
Female,744-16-7898,B,Mandalay,Normal,Home and lifestyle,97.37,10,48.685,1022.385,973.7,,,,
Female,702-72-0487,A,Yangon,Normal,Electronic accessories,46.61,2,4.661,97.881,93.22,,,,
Female,443-60-9639,C,Naypyitaw,Member,Home and lifestyle,60.87,1,3.0435,63.9135,60.87,,,,
Female,864-24-7918,A,Yangon,Member,Sports and travel,24.49,10,12.245,257.145,244.9,,,,
Female,324-41-6833,C,Naypyitaw,Member,Electronic accessories,30.2,8,12.08,253.68,241.6,,,,
Female,759-29-9521,A,Yangon,Member,Fashion accessories,48.96,9,22.032,462.672,440.64,,,,
Female,831-81-6575,B,Mandalay,Member,Electronic accessories,75.59,9,340.155,1020.465,680.31,,,,
Female,220-68-6701,A,Yangon,Normal,Home and lifestyle,77.47,4,15.494,325.374,309.88,,,,
Female,618-34-8551,A,Yangon,Normal,Sports and travel,93.18,2,9.318,195.678,186.36,,,,
Female,257-60-7754,A,Yangon,Normal,Electronic accessories,50.23,4,10.046,210.966,200.92,,,,
Female,559-61-5987,B,Mandalay,Normal,Health and beauty,17.75,1,8.875,26.625,17.75,,,,
Female,189-55-2313,C,Naypyitaw,Normal,Fashion accessories,62.18,10,31.09,652.89,621.8,,,,
Female,380-60-5336,A,Yangon,Normal,Electronic accessories,40.26,10,20.13,422.73,402.6,,,,
Female,815-04-6282,C,Naypyitaw,Member,Sports and travel,64.97,5,162.425,487.275,324.85,,,,
Female,778-34-2523,A,Yangon,Member,Electronic accessories,48.62,8,19.448,408.408,388.96,,,,
Female,499-27-7781,B,Mandalay,Normal,Food and beverages,53.21,8,21.284,446.964,425.68,,,,
Female,477-59-2456,C,Naypyitaw,Normal,Fashion accessories,45.44,7,15.904,333.984,318.08,,,,
Female,186-43-8965,A,Yangon,Member,Home and lifestyle,47.68,2,4.768,100.128,95.36,,,,
Female,276-75-6884,A,Yangon,Normal,Health and beauty,68.71,3,10.3065,216.4365,206.13,,,,
Female,109-86-4363,B,Mandalay,Member,Sports and travel,60.08,7,21.028,441.588,420.56,,,,
Female,569-76-2760,A,Yangon,Member,Sports and travel,22.01,4,4.402,92.442,88.04,,,,
Female,222-42-0244,B,Mandalay,Member,Health and beauty,72.11,9,324.495,973.485,648.99,,,,
Female,416-17-9926,A,Yangon,Member,Electronic accessories,74.22,10,37.11,779.31,742.2,,,,
Female,343-75-9322,B,Mandalay,Member,Sports and travel,11.85,8,4.74,99.54,94.8,,,,
Female,427-45-9297,B,Mandalay,Member,Home and lifestyle,40.73,7,142.555,427.665,285.11,,,,
Female,271-77-8740,C,Naypyitaw,Member,Sports and travel,29.22,6,8.766,184.086,175.32,,,,
Female,860-73-6466,A,Yangon,Member,Sports and travel,39.47,2,3.947,82.887,78.94,,,,
Female,549-23-9016,C,Naypyitaw,Member,Food and beverages,14.87,2,1.487,31.227,29.74,,,,
Female,862-29-5914,C,Naypyitaw,Normal,Sports and travel,22.38,1,1.119,23.499,22.38,,,,
Female,845-94-6841,C,Naypyitaw,Member,Food and beverages,72.88,9,32.796,688.716,655.92,,,,
Female,125-45-2293,A,Yangon,Normal,Fashion accessories,99.1,6,29.73,624.33,594.6,,,,
Female,409-33-9708,A,Yangon,Normal,Fashion accessories,98.48,2,9.848,206.808,196.96,,,,
Female,866-70-2814,B,Mandalay,Normal,Electronic accessories,52.79,10,26.395,554.295,527.9,,,,
Female,160-22-2687,A,Yangon,Member,Health and beauty,95.95,5,239.875,719.625,479.75,,,,
Female,895-03-6665,B,Mandalay,Normal,Fashion accessories,36.51,9,164.295,492.885,328.59,,,,
Female,748-45-2862,A,Yangon,Member,Home and lifestyle,28.31,4,5.662,118.902,113.24,,,,
Female,316-66-3011,A,Yangon,Member,Food and beverages,47.63,9,214.335,643.005,428.67,,,,
Female,848-95-6252,C,Naypyitaw,Member,Home and lifestyle,86.27,1,4.3135,90.5835,86.27,,,,
Female,152-03-4217,B,Mandalay,Normal,Home and lifestyle,11.28,9,5.076,106.596,101.52,,,,
Female,533-66-5566,B,Mandalay,Normal,Home and lifestyle,51.07,7,178.745,536.235,357.49,,,,
Female,124-31-1458,A,Yangon,Member,Electronic accessories,79.59,3,11.9385,250.7085,238.77,,,,
Female,101-81-4070,C,Naypyitaw,Member,Health and beauty,62.82,2,6.282,131.922,125.64,,,,
Female,544-55-9589,B,Mandalay,Member,Electronic accessories,21.43,10,10.715,225.015,214.3,,,,
Female,448-61-3783,A,Yangon,Normal,Electronic accessories,90.02,8,36.008,756.168,720.16,,,,
Female,761-49-0439,B,Mandalay,Member,Electronic accessories,12.1,8,4.84,101.64,96.8,,,,
Female,490-95-0021,B,Mandalay,Member,Food and beverages,33.21,10,16.605,348.705,332.1,,,,
Female,115-38-7388,C,Naypyitaw,Member,Fashion accessories,10.18,8,4.072,85.512,81.44,,,,
Female,291-55-6563,A,Yangon,Member,Home and lifestyle,34.42,6,10.326,216.846,206.52,,,,
Female,548-48-3156,A,Yangon,Member,Food and beverages,83.34,2,8.334,175.014,166.68,,,,
Female,884-80-6021,A,Yangon,Member,Electronic accessories,73.47,10,36.735,771.435,734.7,,,,
Female,137-74-8729,C,Naypyitaw,Normal,Fashion accessories,12.19,8,4.876,102.396,97.52,,,,
Female,389-70-2397,C,Naypyitaw,Normal,Health and beauty,83.66,5,20.915,439.215,418.3,,,,
Female,114-35-5271,B,Mandalay,Normal,Electronic accessories,57.91,8,23.164,486.444,463.28,,,,
Female,607-76-6216,C,Naypyitaw,Member,Fashion accessories,92.49,5,231.225,693.675,462.45,,,,
Female,409-49-6995,C,Naypyitaw,Member,Food and beverages,47.27,6,14.181,297.801,283.62,,,,
Female,377-79-7592,C,Naypyitaw,Member,Electronic accessories,44.84,9,20.178,423.738,403.56,,,,
Female,595-94-9924,A,Yangon,Member,Health and beauty,27.73,5,6.9325,145.5825,138.65,,,,
Female,545-07-8534,C,Naypyitaw,Normal,Health and beauty,58.32,2,5.832,122.472,116.64,,,,
Female,118-62-1812,C,Naypyitaw,Member,Home and lifestyle,78.38,4,15.676,329.196,313.52,,,,
Female,851-98-3555,B,Mandalay,Normal,Health and beauty,82.88,5,20.72,435.12,414.4,,,,
Female,186-71-5196,A,Yangon,Member,Food and beverages,79.54,2,7.954,167.034,159.08,,,,
Female,624-01-8356,B,Mandalay,Normal,Home and lifestyle,49.01,10,24.505,514.605,490.1,,,,
Female,313-66-9943,B,Mandalay,Member,Food and beverages,29.15,3,4.3725,91.8225,87.45,,,,
Female,151-27-8496,C,Naypyitaw,Normal,Electronic accessories,56.13,4,11.226,235.746,224.52,,,,
Female,453-33-6436,A,Yangon,Normal,Home and lifestyle,93.12,8,37.248,782.208,744.96,,,,
Female,459-45-2396,A,Yangon,Member,Food and beverages,99.6,3,14.94,313.74,298.8,,,,
Female,717-96-4189,C,Naypyitaw,Normal,Electronic accessories,35.49,6,10.647,223.587,212.94,,,,
Female,749-81-8133,A,Yangon,Normal,Fashion accessories,94.67,4,18.934,397.614,378.68,,,,
Female,636-98-3364,B,Mandalay,Member,Electronic accessories,26.26,3,3.939,82.719,78.78,,,,
Female,246-55-6923,C,Naypyitaw,Member,Home and lifestyle,35.79,9,161.055,483.165,322.11,,,,
Female,181-82-6255,B,Mandalay,Normal,Home and lifestyle,16.37,6,4.911,103.131,98.22,,,,
Female,838-02-1821,C,Naypyitaw,Member,Home and lifestyle,12.73,2,1.273,26.733,25.46,,,,
Female,887-42-0517,C,Naypyitaw,Normal,Sports and travel,83.14,7,29.099,611.079,581.98,,,,
Female,457-12-0244,C,Naypyitaw,Member,Sports and travel,35.22,6,10.566,221.886,211.32,,,,
Female,226-34-0034,B,Mandalay,Normal,Electronic accessories,13.78,4,2.756,57.876,55.12,,,,
Female,397-25-8725,A,Yangon,Member,Health and beauty,39.62,9,17.829,374.409,356.58,,,,
Female,431-66-2305,B,Mandalay,Normal,Electronic accessories,88.25,9,397.125,1191.375,794.25,,,,
Female,756-93-1854,C,Naypyitaw,Member,Fashion accessories,83.35,2,8.335,175.035,166.7,,,,
Female,243-55-8457,A,Yangon,Normal,Food and beverages,74.44,10,37.22,781.62,744.4,,,,
Female,501-61-1753,B,Mandalay,Normal,Home and lifestyle,63.15,6,18.945,397.845,378.9,,,,
Female,433-08-7822,C,Naypyitaw,Normal,Health and beauty,78.89,7,276.115,828.345,552.23,,,,
Female,361-85-2571,A,Yangon,Normal,Sports and travel,89.48,5,22.37,469.77,447.4,,,,
Female,131-70-8179,A,Yangon,Member,Health and beauty,92.09,3,138.135,414.405,276.27,,,,
Female,500-02-2261,C,Naypyitaw,Normal,Food and beverages,57.29,6,17.187,360.927,343.74,,,,
Female,809-69-9497,A,Yangon,Normal,Home and lifestyle,45.68,10,22.84,479.64,456.8,,,,
Female,489-82-1237,A,Yangon,Normal,Electronic accessories,93.88,7,32.858,690.018,657.16,,,,
Female,365-16-4334,B,Mandalay,Normal,Food and beverages,26.43,8,10.572,222.012,211.44,,,,
Female,305-89-2768,B,Mandalay,Member,Home and lifestyle,21.9,3,3.285,68.985,65.7,,,,
Female,574-80-1489,B,Mandalay,Member,Food and beverages,62.85,4,12.57,263.97,251.4,,,,
Female,784-08-0310,C,Naypyitaw,Member,Food and beverages,21.04,4,4.208,88.368,84.16,,,,
Female,846-10-0341,A,Yangon,Normal,Fashion accessories,42.57,7,148.995,446.985,297.99,,,,
Female,867-47-1948,C,Naypyitaw,Normal,Home and lifestyle,15.8,10,7.9,165.9,158,,,,
Female,384-59-6655,A,Yangon,Member,Food and beverages,98.66,9,44.397,932.337,887.94,,,,
Female,593-08-5916,A,Yangon,Normal,Fashion accessories,15.5,1,775,790.5,15.5,,,,
Female,172-42-8274,B,Mandalay,Normal,Electronic accessories,38.27,2,3.827,80.367,76.54,,,,
Female,558-60-5016,A,Yangon,Normal,Home and lifestyle,33.3,9,14.985,314.685,299.7,,,,
Female,605-03-2706,A,Yangon,Normal,Health and beauty,15.8,3,2.37,49.77,47.4,,,,
Female,214-30-2776,B,Mandalay,Member,Electronic accessories,34.49,5,8.6225,181.0725,172.45,,,,
Female,746-04-1077,B,Mandalay,Member,Food and beverages,84.63,10,42.315,888.615,846.3,,,,
Female,221-25-5073,A,Yangon,Normal,Food and beverages,74.66,4,14.932,313.572,298.64,,,,
Female,156-20-0370,B,Mandalay,Normal,Electronic accessories,25.45,1,1.2725,26.7225,25.45,,,,
Female,151-33-7434,B,Mandalay,Normal,Food and beverages,67.77,1,3.3885,71.1585,67.77,,,,
Female,139-32-4183,A,Yangon,Member,Sports and travel,97.48,9,43.866,921.186,877.32,,,,
Female,374-38-5555,B,Mandalay,Normal,Fashion accessories,63.71,5,159.275,477.825,318.55,,,,
Female,764-44-8999,B,Mandalay,Normal,Health and beauty,14.76,2,1.476,30.996,29.52,,,,
Female,886-18-2897,A,Yangon,Normal,Food and beverages,56.56,5,14.14,296.94,282.8,,,,
Female,602-16-6955,B,Mandalay,Normal,Sports and travel,76.6,10,38.3,804.3,766,,,,
Female,652-49-6720,C,Naypyitaw,Member,Electronic accessories,60.95,1,3.0475,63.9975,60.95,,,,
Female,303-96-2227,B,Mandalay,Normal,Home and lifestyle,97.38,10,48.69,1022.49,973.8,,,,
Female,849-09-3807,A,Yangon,Member,Fashion accessories,88.34,7,30.919,649.299,618.38,,,,
Male,631-41-3108,A,Yangon,Normal,Home and lifestyle,46.33,7,162.155,486.465,324.31,,,,
Male,123-19-1176,A,Yangon,Member,Health and beauty,58.22,8,23.288,489.048,465.76,,,,
Male,373-73-7910,A,Yangon,Normal,Sports and travel,86.31,7,302.085,906.255,604.17,,,,
Male,699-14-3026,C,Naypyitaw,Normal,Electronic accessories,85.39,7,298.865,896.595,597.73,,,,
Male,529-56-3974,B,Mandalay,Member,Electronic accessories,25.51,4,5.102,107.142,102.04,,,,
Male,252-56-2699,A,Yangon,Normal,Food and beverages,43.19,10,21.595,453.495,431.9,,,,
Male,765-26-6951,A,Yangon,Normal,Sports and travel,72.61,6,21.783,457.443,435.66,,,,
Male,329-62-1586,A,Yangon,Normal,Food and beverages,54.67,3,8.2005,172.2105,164.01,,,,
Male,300-71-4605,C,Naypyitaw,Member,Electronic accessories,86.04,5,21.51,451.71,430.2,,,,
Male,371-85-5789,B,Mandalay,Normal,Health and beauty,87.98,3,13.197,277.137,263.94,,,,
Male,273-16-6619,B,Mandalay,Normal,Home and lifestyle,33.2,2,3.32,69.72,66.4,,,,
Male,636-48-8204,A,Yangon,Normal,Electronic accessories,34.56,5,8.64,181.44,172.8,,,,
Male,549-59-1358,A,Yangon,Member,Sports and travel,88.63,3,132.945,398.835,265.89,,,,
Male,649-29-6775,B,Mandalay,Normal,Fashion accessories,33.52,1,1.676,35.196,33.52,,,,
Male,848-62-7243,A,Yangon,Normal,Health and beauty,24.89,9,11.2005,235.2105,224.01,,,,
Male,871-79-8483,B,Mandalay,Normal,Fashion accessories,94.13,5,235.325,705.975,470.65,,,,
Male,149-71-6266,B,Mandalay,Member,Sports and travel,78.07,9,351.315,1053.945,702.63,,,,
Male,640-49-2076,B,Mandalay,Normal,Sports and travel,83.78,8,33.512,703.752,670.24,,,,
Male,595-11-5460,A,Yangon,Normal,Health and beauty,96.58,2,9.658,202.818,193.16,,,,
Male,129-29-8530,A,Yangon,Member,Sports and travel,62.62,5,15.655,328.755,313.1,,,,
Male,777-82-7220,B,Mandalay,Member,Home and lifestyle,30.12,8,12.048,253.008,240.96,,,,
Male,554-53-8700,C,Naypyitaw,Member,Home and lifestyle,56.11,2,5.611,117.831,112.22,,,,
Male,617-15-4209,C,Naypyitaw,Member,Health and beauty,15.37,2,1.537,32.277,30.74,,,,
Male,370-41-7321,B,Mandalay,Member,Health and beauty,56.69,9,255.105,765.315,510.21,,,,
Male,669-54-1719,B,Mandalay,Member,Electronic accessories,18.93,6,5.679,119.259,113.58,,,,
Male,326-78-5178,C,Naypyitaw,Member,Food and beverages,91.4,7,31.99,671.79,639.8,,,,
Male,778-71-5554,C,Naypyitaw,Member,Fashion accessories,15.43,1,7.715,23.145,15.43,,,,
Male,242-55-6721,B,Mandalay,Normal,Home and lifestyle,16.16,2,1.616,33.936,32.32,,,,
Male,106-35-6779,A,Yangon,Member,Home and lifestyle,44.34,2,4.434,93.114,88.68,,,,
Male,635-40-6220,A,Yangon,Normal,Health and beauty,89.6,8,35.84,752.64,716.8,,,,
Male,120-06-4233,C,Naypyitaw,Normal,Electronic accessories,30.61,6,9.183,192.843,183.66,,,,
Male,803-83-5989,C,Naypyitaw,Normal,Home and lifestyle,55.73,6,16.719,351.099,334.38,,,,
Male,199-75-8169,A,Yangon,Member,Sports and travel,15.81,10,7.905,166.005,158.1,,,,
Male,853-23-2453,B,Mandalay,Member,Health and beauty,75.74,4,15.148,318.108,302.96,,,,
